,ADM0_NAME,flow_name,leaf,leaf_median,leaf_std,_source_file
4611,Paracel Islands,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4612,Paraguay,Banana_irr,6.8525867,3.917334,7.8303847,se_rate_25km_clipped_Irrigated_Bananas.tif
4613,Peru,Banana_irr,53.00228,19.256954,77.103424,se_rate_25km_clipped_Irrigated_Bananas.tif
4614,Philippines,Banana_irr,101.80853,79.94371,84.8375,se_rate_25km_clipped_Irrigated_Bananas.tif
4615,Pitcairn,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4616,Poland,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4617,Portugal,Banana_irr,3.3277636,2.382803,3.7557137,se_rate_25km_clipped_Irrigated_Bananas.tif
4618,Puerto Rico,Banana_irr,65.92589,44.74227,58.858444,se_rate_25km_clipped_Irrigated_Bananas.tif
4619,Qatar,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4620,Republic of Korea,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4621,Romania,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4622,Russian Federation,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4623,Rwanda,Banana_irr,36.586426,26.8271,34.425564,se_rate_25km_clipped_Irrigated_Bananas.tif
4624,Réunion,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4625,Saint Helena,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4626,Saint Kitts and Nevis,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4627,Saint Lucia,Banana_irr,114.490295,114.490295,0.0,se_rate_25km_clipped_Irrigated_Bananas.tif
4628,Saint Pierre et Miquelon,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4629,Saint Vincent and the Grenadines,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4630,Samoa,Banana_irr,13.260132,8.272951,7.3941402,se_rate_25km_clipped_Irrigated_Bananas.tif
4631,San Marino,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4632,Sao Tome and Principe,Banana_irr,21.299278,4.4107156,31.05362,se_rate_25km_clipped_Irrigated_Bananas.tif
4633,Saudi Arabia,Banana_irr,2.1600423,0.2588096,4.0858006,se_rate_25km_clipped_Irrigated_Bananas.tif
4634,Scarborough Reef,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4635,Senegal,Banana_irr,2.6268384,1.9763418,2.3265927,se_rate_25km_clipped_Irrigated_Bananas.tif
4636,Senkaku Islands,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4637,Serbia,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4638,Seychelles,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4639,Sierra Leone,Banana_irr,36.55084,19.015772,46.00637,se_rate_25km_clipped_Irrigated_Bananas.tif
4640,Singapore,Banana_irr,28.482832,31.000887,8.624783,se_rate_25km_clipped_Irrigated_Bananas.tif
4641,Slovakia,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4642,Slovenia,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4643,Solomon Islands,Banana_irr,127.21152,84.543304,101.27838,se_rate_25km_clipped_Irrigated_Bananas.tif
4644,Somalia,Banana_irr,2.2592776,1.4219239,3.1577744,se_rate_25km_clipped_Irrigated_Bananas.tif
4645,South Africa,Banana_irr,8.451509,2.41243,15.432006,se_rate_25km_clipped_Irrigated_Bananas.tif
4646,South Georgia and the South Sandwich Islands,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4647,South Sudan,Banana_irr,4.557489,2.7695491,7.2393007,se_rate_25km_clipped_Irrigated_Bananas.tif
4648,Spain,Banana_irr,5.325606,2.7223816,5.6123667,se_rate_25km_clipped_Irrigated_Bananas.tif
4649,Spratly Islands,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4650,Sri Lanka,Banana_irr,40.591946,8.112083,71.26263,se_rate_25km_clipped_Irrigated_Bananas.tif
4651,Sudan,Banana_irr,2.0082018,1.2933857,3.010859,se_rate_25km_clipped_Irrigated_Bananas.tif
4652,Suriname,Banana_irr,24.248678,12.762867,26.66597,se_rate_25km_clipped_Irrigated_Bananas.tif
4653,Svalbard and Jan Mayen Islands,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4654,Swaziland,Banana_irr,35.09146,25.757038,28.06248,se_rate_25km_clipped_Irrigated_Bananas.tif
4655,Sweden,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4656,Switzerland,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4657,Syrian Arab Republic,Banana_irr,14.556906,18.831537,8.423146,se_rate_25km_clipped_Irrigated_Bananas.tif
4658,Taiwan,Banana_irr,142.50124,116.451225,114.89864,se_rate_25km_clipped_Irrigated_Bananas.tif
4659,Tajikistan,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4660,Thailand,Banana_irr,48.991722,22.47466,55.7492,se_rate_25km_clipped_Irrigated_Bananas.tif
4661,The former Yugoslav Republic of Macedonia,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4662,Timor-Leste,Banana_irr,118.439674,94.16095,81.39005,se_rate_25km_clipped_Irrigated_Bananas.tif
4663,Togo,Banana_irr,15.183194,7.562711,21.774796,se_rate_25km_clipped_Irrigated_Bananas.tif
4664,Tokelau,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4665,Tonga,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4666,Trinidad and Tobago,Banana_irr,48.96385,24.369822,79.46423,se_rate_25km_clipped_Irrigated_Bananas.tif
4667,Tromelin Island,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4668,Tunisia,Banana_irr,1.5882041,0.6723689,2.7832947,se_rate_25km_clipped_Irrigated_Bananas.tif
4669,Turkey,Banana_irr,10.315857,5.31744,11.851836,se_rate_25km_clipped_Irrigated_Bananas.tif
4670,Turkmenistan,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4671,Turks and Caicos islands,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4672,Tuvalu,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4673,U.K. of Great Britain and Northern Ireland,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4674,Uganda,Banana_irr,11.20636,7.476343,11.237279,se_rate_25km_clipped_Irrigated_Bananas.tif
4675,Ukraine,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4676,United Arab Emirates,Banana_irr,7.2451024,8.140128,2.3109465,se_rate_25km_clipped_Irrigated_Bananas.tif
4677,United Republic of Tanzania,Banana_irr,18.807735,8.01649,27.70605,se_rate_25km_clipped_Irrigated_Bananas.tif
4678,United States Virgin Islands,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4679,United States of America,Banana_irr,7.4381394,5.570013,9.822383,se_rate_25km_clipped_Irrigated_Bananas.tif
4680,Uruguay,Banana_irr,5.562867,4.5670185,3.765051,se_rate_25km_clipped_Irrigated_Bananas.tif
4681,Uzbekistan,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4682,Vanuatu,Banana_irr,135.32889,99.96625,106.897865,se_rate_25km_clipped_Irrigated_Bananas.tif
4683,Venezuela,Banana_irr,30.724155,8.174574,56.471256,se_rate_25km_clipped_Irrigated_Bananas.tif
4684,Viet Nam,Banana_irr,112.96691,89.533394,100.03559,se_rate_25km_clipped_Irrigated_Bananas.tif
4685,Wake Island,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4686,Wallis and Futuna,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4687,West Bank,Banana_irr,9.350832,3.6219997,10.229129,se_rate_25km_clipped_Irrigated_Bananas.tif
4688,Western Sahara,Banana_irr,,,,se_rate_25km_clipped_Irrigated_Bananas.tif
4689,Yemen,Banana_irr,9.091521,4.422626,11.451009,se_rate_25km_clipped_Irrigated_Bananas.tif
4690,Zambia,Banana_irr,8.62936,5.534015,10.034036,se_rate_25km_clipped_Irrigated_Bananas.tif
4691,Zimbabwe,Banana_irr,11.324657,5.8663993,14.909118,se_rate_25km_clipped_Irrigated_Bananas.tif
4692,Abyei,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4693,Afghanistan,Barley_irr_ron,9.574706,3.2663994,16.714272,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4694,Aksai Chin,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4695,Albania,Barley_irr_ron,40.964046,39.35449,22.636763,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4696,Algeria,Barley_irr_ron,3.6930335,0.9413536,6.48294,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4697,American Samoa,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4698,Andorra,Barley_irr_ron,85.16534,91.07385,8.413694,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4699,Angola,Barley_irr_ron,11.143599,6.4604096,14.356679,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4700,Anguilla,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4701,Antarctica,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4702,Antigua and Barbuda,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4703,Argentina,Barley_irr_ron,5.9456735,2.8094728,14.595929,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4704,Armenia,Barley_irr_ron,11.214504,9.680182,9.630361,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4705,Aruba,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4706,Arunachal Pradesh,Barley_irr_ron,217.87352,221.05833,113.05475,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4707,Ashmore and Cartier Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4708,Australia,Barley_irr_ron,4.0886426,0.9406145,10.246326,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4709,Austria,Barley_irr_ron,23.981916,18.207878,21.649685,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4710,Azerbaijan,Barley_irr_ron,10.335594,4.902628,13.974855,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4711,Azores Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4712,Bahamas,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4713,Bahrain,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4714,Baker Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4715,Bangladesh,Barley_irr_ron,23.602135,12.982218,40.625565,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4716,Barbados,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4717,Bassas da India,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4718,Belarus,Barley_irr_ron,0.56875706,0.519142,0.20929854,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4719,Belgium,Barley_irr_ron,2.2832873,0.913936,2.8822045,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4720,Belize,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4721,Benin,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4722,Bermuda,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4723,Bhutan,Barley_irr_ron,200.22723,193.70262,117.47011,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4724,Bird Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4725,Bolivia,Barley_irr_ron,90.30111,65.08462,90.803566,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4726,Bosnia and Herzegovina,Barley_irr_ron,26.42534,23.680439,19.429905,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4727,Botswana,Barley_irr_ron,1.7146554,1.4809375,0.9671532,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4728,Bouvet Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4729,Brazil,Barley_irr_ron,40.864788,20.723055,49.50107,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4730,British Indian Ocean Territory,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4731,British Virgin Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4732,Brunei Darussalam,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4733,Bulgaria,Barley_irr_ron,6.6270156,5.0819163,5.1006074,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4734,Burkina Faso,Barley_irr_ron,2.3317287,1.7856351,2.252401,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4735,Burundi,Barley_irr_ron,55.324497,36.41165,48.151806,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4736,Cambodia,Barley_irr_ron,63.83785,51.53189,48.88591,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4737,Cameroon,Barley_irr_ron,52.637115,36.884975,53.44945,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4738,Canada,Barley_irr_ron,3.9025831,0.96127015,11.364799,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4739,Cape Verde,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4740,Cayman Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4741,Central African Republic,Barley_irr_ron,27.836447,27.836447,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4742,Chad,Barley_irr_ron,1.9600292,1.329386,2.7782254,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4743,Chile,Barley_irr_ron,17.611319,9.927665,22.88239,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4744,China,Barley_irr_ron,43.87028,12.467737,63.59212,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4745,China/India,Barley_irr_ron,51.164093,51.164093,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4746,Christmas Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4747,Clipperton Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4748,Cocos (Keeling) Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4749,Colombia,Barley_irr_ron,201.45236,201.29204,114.14779,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4750,Comoros,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4751,Congo,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4752,Cook Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4753,Costa Rica,Barley_irr_ron,250.13428,243.16429,101.969574,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4754,Croatia,Barley_irr_ron,17.89,10.458487,22.685654,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4755,Cuba,Barley_irr_ron,80.41967,80.41967,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4756,Cyprus,Barley_irr_ron,5.3536396,3.2487757,5.514761,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4757,Czech Republic,Barley_irr_ron,3.1329443,2.049647,3.4119,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4758,Côte d'Ivoire,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4759,Dem People's Rep of Korea,Barley_irr_ron,66.84758,48.430264,57.661964,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4760,Democratic Republic of the Congo,Barley_irr_ron,35.54534,12.818835,55.108433,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4761,Denmark,Barley_irr_ron,0.8929638,0.7960399,0.36942086,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4762,Djibouti,Barley_irr_ron,10.998793,13.503753,4.97685,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4763,Dominica,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4764,Dominican Republic,Barley_irr_ron,139.71973,111.613,87.8634,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4765,Ecuador,Barley_irr_ron,162.19165,134.79208,121.46396,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4766,Egypt,Barley_irr_ron,0.13897221,0.09339465,0.13739975,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4767,El Salvador,Barley_irr_ron,158.15108,89.37417,99.696686,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4768,Equatorial Guinea,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4769,Eritrea,Barley_irr_ron,32.2217,23.5265,36.555397,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4770,Estonia,Barley_irr_ron,0.6669152,0.6240119,0.24083908,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4771,Ethiopia,Barley_irr_ron,43.744522,29.90196,48.674286,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4772,Europa Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4773,Falkland Islands (Malvinas),Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4774,Faroe Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4775,Fiji,Barley_irr_ron,153.39278,153.39278,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4776,Finland,Barley_irr_ron,0.41879603,0.31616482,0.29794484,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4777,France,Barley_irr_ron,7.7016573,1.9998056,13.183676,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4778,French Guiana,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4779,French Polynesia,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4780,French Southern and Antarctic Territories,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4781,Gabon,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4782,Gambia,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4783,Gaza Strip,Barley_irr_ron,0.46621218,0.3317935,0.22402394,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4784,Georgia,Barley_irr_ron,34.83039,25.4281,35.185787,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4785,Germany,Barley_irr_ron,2.962613,1.2721097,5.2120495,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4786,Ghana,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4787,Gibraltar,Barley_irr_ron,18.427828,18.427828,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4788,Glorioso Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4789,Greece,Barley_irr_ron,20.19242,14.412619,17.133968,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4790,Greenland,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4791,Grenada,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4792,Guadeloupe,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4793,Guam,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4794,Guatemala,Barley_irr_ron,114.114456,94.33959,75.90015,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4795,Guernsey,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4796,Guinea,Barley_irr_ron,5.723342,5.723342,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4797,Guinea-Bissau,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4798,Guyana,Barley_irr_ron,9.273894,9.273894,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4799,Haiti,Barley_irr_ron,104.99933,95.46374,35.167805,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4800,Hala'ib triangle,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4801,Heard Island and McDonald Islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4802,Holy See,Barley_irr_ron,5.7368903,5.7368903,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4803,Honduras,Barley_irr_ron,120.6965,101.6084,82.12804,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4804,Hong Kong,Barley_irr_ron,365.03857,381.4011,28.340714,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4805,Howland Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4806,Hungary,Barley_irr_ron,1.7777117,0.96702194,1.781575,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4807,Iceland,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4808,Ilemi triangle,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4809,India,Barley_irr_ron,29.136108,6.8738465,60.87516,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4810,Indonesia,Barley_irr_ron,220.19952,208.90178,119.23869,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4811,Iran  (Islamic Republic of),Barley_irr_ron,2.8010077,0.7323201,5.0894785,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4812,Iraq,Barley_irr_ron,3.404535,0.33299005,7.7056246,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4813,Ireland,Barley_irr_ron,3.7756808,1.6049197,5.9823017,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4814,Isle of Man,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4815,Israel,Barley_irr_ron,5.4543557,1.5095856,8.118107,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4816,Italy,Barley_irr_ron,25.022646,18.116138,23.964067,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4817,Jamaica,Barley_irr_ron,381.4011,381.4011,0.0,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4818,Jammu and Kashmir,Barley_irr_ron,69.777824,51.758057,62.537975,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4819,Japan,Barley_irr_ron,128.5599,93.70143,108.58362,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4820,Jarvis Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4821,Jersey,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4822,Johnston Atoll,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4823,Jordan,Barley_irr_ron,0.67854667,0.0,1.7082638,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4824,Juan de Nova Island,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4825,Kazakhstan,Barley_irr_ron,0.73358214,0.30917606,1.8800948,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4826,Kenya,Barley_irr_ron,26.502254,14.648832,33.459526,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4827,Kingman Reef,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4828,Kiribati,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4829,Kuril islands,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4830,Kuwait,Barley_irr_ron,0.5318762,0.27990013,0.3461102,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4831,Kyrgyzstan,Barley_irr_ron,7.622051,4.337961,10.212021,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4832,Lao People's Democratic Republic,Barley_irr_ron,142.53012,131.9962,77.495056,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4833,Latvia,Barley_irr_ron,0.8526891,0.7705698,0.3643311,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4834,Lebanon,Barley_irr_ron,39.873203,14.701678,44.534702,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4835,Lesotho,Barley_irr_ron,43.030876,40.501102,22.612297,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4836,Liberia,Barley_irr_ron,,,,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
4837,Libya,Barley_irr_ron,0.5739679,0.00043025357,1.1407007,se_rate_25km_clipped_Irrigated_Barley_residues_left_on_the_field.tif
