ECO ID,Ecoregion name,Threshold,Ecoregion baseline,Target (10% above threshold),Threshold exceedance,Difference between baseline and target,Threshold met or exceeded? (Y/N)
1,Albertine Rift montane forests,51.0,77.0,56.1,-26.0,-20.9,N
2,Cameroon Highlands forests,77.3,70.5,85.0,6.8,14.5,Y
3,Central Congolian lowland forests,55.3,44.6,60.8,10.7,16.2,Y
4,Comoros forests,51.2,69.6,56.3,-18.4,-13.3,N
5,Congolian coastal forests,53.8,51.0,59.2,2.8,8.2,Y
6,Cross-Niger transition forests,61.1,44.4,67.2,16.7,22.8,Y
7,Cross-Sanaga-Bioko coastal forests,56.3,51.6,61.9,4.7,10.3,Y
8,East African montane forests,52.5,70.5,57.8,-18.0,-12.8,N
9,Eastern Arc forests,52.8,67.5,58.1,-14.7,-9.4,N
10,Eastern Congolian swamp forests,56.8,41.7,62.5,15.1,20.8,Y
11,Eastern Guinean forests,65.1,40.5,71.6,24.6,31.1,Y
12,Ethiopian montane forests,49.4,75.6,54.3,-26.2,-21.3,N
13,Granitic Seychelles forests,54.0,74.2,59.4,-20.2,-14.8,N
14,Guinean montane forests,63.7,56.8,70.1,6.9,13.3,Y
15,Knysna-Amatole montane forests,50.2,56.8,55.2,-6.6,-1.6,N
16,Kwazulu Natal-Cape coastal forests,54.7,50.2,60.2,4.5,10.0,Y
17,Madagascar humid forests,52.0,67.6,57.2,-15.6,-10.4,N
18,Madagascar subhumid forests,58.2,53.4,64.0,4.8,10.6,Y
19,Maputaland coastal forests and woodlands,58.1,40.2,63.9,17.9,23.7,Y
20,Mascarene forests,52.4,70.6,57.6,-18.2,-13.0,N
21,Mount Cameroon and Bioko montane forests,44.6,89.7,49.1,-45.1,-40.6,N
22,Niger Delta swamp forests,57.3,48.0,63.0,9.3,15.0,Y
23,Nigerian lowland forests,61.2,39.8,67.3,21.4,27.5,Y
24,Northeast Congolian lowland forests,56.2,49.5,61.8,6.7,12.3,Y
25,Northern Swahili coastal forests,62.7,36.5,69.0,26.2,32.5,Y
26,Northwest Congolian lowland forests,55.9,48.9,61.5,7.0,12.6,Y
27,"Sío Tomé, Príncipe, and Annobón forests",53.7,68.0,59.1,-14.3,-8.9,N
28,Southern Swahili coastal forests and woodlands,59.1,36.1,65.0,23.0,28.9,Y
29,Western Congolian swamp forests,58.7,42.0,64.6,16.7,22.6,Y
30,Western Guinean lowland forests,60.9,47.0,67.0,13.9,20.0,Y
31,Cape Verde Islands dry forests,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
32,Madagascar dry deciduous forests,59.3,43.7,65.2,15.6,21.5,Y
33,Zambezian evergreen dry forests,61.0,34.7,67.1,26.3,32.4,Y
34,Angolan mopane woodlands,63.5,22.6,69.9,40.9,47.3,Y
35,Angolan scarp savanna and woodlands,56.9,39.2,62.6,17.7,23.4,Y
36,Angolan wet miombo woodlands,58.0,29.3,63.8,28.7,34.5,Y
37,Ascension scrub and grasslands,56.8,30.9,62.5,25.9,31.6,Y
38,Central bushveld,67.1,29.5,73.8,37.6,44.3,Y
39,Central Zambezian wet miombo woodlands,59.7,38.2,65.7,21.5,27.5,Y
40,Drakensberg Escarpment savanna and thicket,55.6,53.1,61.2,2.5,8.1,Y
41,Drakensberg grasslands,57.7,53.8,63.5,3.9,9.7,Y
42,Dry miombo woodlands,62.5,33.0,68.8,29.5,35.8,Y
43,East Sudanian savanna,60.9,38.7,67.0,22.2,28.3,Y
44,Guinean forest-savanna,60.7,38.4,66.8,22.3,28.4,Y
45,Horn of Africa xeric bushlands,65.6,26.2,72.2,39.4,46.0,Y
46,Itigi-Sumbu thicket,61.7,30.1,67.9,31.6,37.8,Y
47,Kalahari Acacia woodlands,67.0,20.2,73.7,46.8,53.5,Y
48,Limpopo lowveld,60.1,39.5,66.1,20.6,26.6,Y
49,Mandara Plateau woodlands,64.4,27.1,70.8,37.3,43.7,Y
50,Masai xeric grasslands and shrublands,63.4,25.4,69.7,38.0,44.3,Y
51,Northern Acacia-Commiphora bushlands and thickets,61.5,35.5,67.7,26.0,32.2,Y
52,Northern Congolian Forest-Savanna,57.3,44.3,63.0,13.0,18.7,Y
53,Sahelian Acacia savanna,68.3,23.4,75.1,44.9,51.7,Y
54,Serengeti volcanic grasslands,59.0,29.0,64.9,30.0,35.9,Y
55,Somali Acacia-Commiphora bushlands and thickets,63.5,39.4,69.9,24.1,30.5,Y
56,"South Arabian fog woodlands, shrublands, and dune",61.8,26.0,68.0,35.8,42.0,Y
57,Southern Acacia-Commiphora bushlands and thickets,59.6,37.8,65.6,21.8,27.8,Y
58,Southern Congolian forest-savanna,57.8,39.7,63.6,18.1,23.9,Y
59,Southwest Arabian montane woodlands and grasslands,61.0,41.5,67.1,19.5,25.6,Y
60,St. Helena scrub and woodlands,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
61,Victoria Basin forest-savanna,58.0,60.0,63.8,-2.0,3.8,Y
62,West Sudanian savanna,66.6,26.9,73.3,39.7,46.4,Y
63,Western Congolian forest-savanna,56.2,45.9,61.8,10.3,15.9,Y
64,Zambezian Baikiaea woodlands,65.2,22.6,71.7,42.6,49.1,Y
65,Zambezian mopane woodlands,65.9,27.9,72.5,38.0,44.6,Y
66,Zambezian-Limpopo mixed woodlands,65.6,32.1,72.2,33.5,40.1,Y
67,Amsterdam-Saint Paul Islands temperate grasslands,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
68,Tristan Da Cunha-Gough Islands shrub and grasslands,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
69,East African halophytics,57.4,35.8,63.1,21.6,27.3,Y
70,Etosha Pan halophytics,62.8,28.4,69.1,34.4,40.7,Y
71,Inner Niger Delta flooded savanna,68.2,22.1,75.0,46.1,52.9,Y
72,Lake Chad flooded savanna,66.0,29.2,72.6,36.8,43.4,Y
73,Makgadikgadi halophytics,62.8,22.9,69.1,39.9,46.2,Y
74,Sudd flooded grasslands,60.5,36.1,66.6,24.4,30.5,Y
75,Zambezian coastal flooded savanna,59.5,45.1,65.5,14.4,20.4,Y
76,Zambezian flooded grasslands,61.8,35.1,68.0,26.7,32.9,Y
77,Angolan montane forest-grassland,55.0,37.1,60.5,17.9,23.4,Y
78,East African montane moorlands,46.7,89.3,51.4,-42.6,-37.9,N
79,Ethiopian montane grasslands and woodlands,55.2,61.4,60.7,-6.2,-0.7,N
80,Ethiopian montane moorlands,52.0,79.6,57.2,-27.6,-22.4,N
81,Highveld grasslands,62.5,36.3,68.8,26.2,32.5,Y
82,Jos Plateau forest-grassland,56.3,29.4,61.9,26.9,32.5,Y
83,Madagascar ericoid thickets,65.0,70.8,71.5,-5.8,0.7,Y
84,Mulanje Montane forest-grassland,53.2,65.8,58.5,-12.6,-7.3,N
85,Nyanga-Chimanimani Montane forest-grassland,61.1,42.4,67.2,18.7,24.8,Y
86,Rwenzori-Virunga montane moorlands,37.4,122.1,41.1,-84.7,-81.0,N
87,Southern Rift Montane forest-grassland,53.0,61.8,58.3,-8.8,-3.5,N
88,Albany thickets,56.8,41.3,62.5,15.5,21.2,Y
89,Fynbos shrubland,54.8,48.3,60.3,6.5,12.0,Y
90,Renosterveld shrubland,56.5,40.4,62.2,16.1,21.8,Y
91,Aldabra Island xeric scrub,47.8,53.2,52.6,-5.4,-0.6,N
92,Djibouti xeric shrublands,63.4,27.8,69.7,35.6,41.9,Y
93,Eritrean coastal desert,65.2,25.9,71.7,39.3,45.8,Y
94,Gariep Karoo,62.9,16.7,69.2,46.2,52.5,Y
95,Hobyo grasslands and shrublands,65.3,32.8,71.8,32.5,39.0,Y
96,Ile Europa and Bassas da India xeric scrub,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
97,Kalahari xeric savanna,66.4,18.2,73.0,48.2,54.8,Y
98,Kaokoveld desert,63.2,16.0,69.5,47.2,53.5,Y
99,Madagascar spiny thickets,63.4,34.3,69.7,29.1,35.4,Y
100,Madagascar succulent woodlands,64.0,38.6,70.4,25.4,31.8,Y
101,Nama Karoo shrublands,60.5,22.0,66.6,38.5,44.6,Y
102,Namaqualand-Richtersveld steppe,60.7,19.0,66.8,41.7,47.8,Y
103,Namib Desert,63.2,14.3,69.5,48.9,55.2,Y
104,Namibian savanna woodlands,62.2,19.3,68.4,42.9,49.1,Y
105,Socotra Island xeric shrublands,62.2,31.0,68.4,31.2,37.4,Y
106,Somali montane xeric woodlands,63.1,27.6,69.4,35.5,41.8,Y
107,Southwest Arabian coastal xeric shrublands,65.1,23.4,71.6,41.7,48.2,Y
108,Southwest Arabian Escarpment shrublands and woodlands,63.4,25.7,69.7,37.7,44.0,Y
109,Southwest Arabian highland xeric scrub,61.5,31.5,67.7,30.0,36.2,Y
110,Succulent Karoo xeric shrublands,58.5,25.9,64.4,32.6,38.5,Y
111,Central African mangroves,46.0,54.0,50.6,-8.0,-3.4,N
112,East African mangroves,50.9,45.2,56.0,5.7,10.8,Y
113,Guinean mangroves,51.5,52.8,56.7,-1.3,3.9,Y
114,Madagascar mangroves,55.1,45.9,60.6,9.2,14.7,Y
115,Red Sea mangroves,63.7,23.9,70.1,39.8,46.2,Y
116,Southern Africa mangroves,55.7,47.1,61.3,8.6,14.2,Y
135,Admiralty Islands lowland rain forests,48.5,54.4,53.4,-5.9,-1.1,N
136,Banda Sea Islands moist deciduous forests,53.5,51.6,58.9,1.9,7.3,Y
137,Biak-Numfoor rain forests,48.3,60.7,53.1,-12.4,-7.6,N
138,Buru rain forests,61.8,63.2,68.0,-1.4,4.8,Y
139,Central Range Papuan montane rain forests,85.6,104.6,94.2,-19.0,-10.4,N
140,Halmahera rain forests,62.6,55.7,68.9,6.9,13.2,Y
141,Huon Peninsula montane rain forests,60.1,92.0,66.1,-31.9,-25.9,N
142,Lord Howe Island subtropical forests,48.7,82.0,53.6,-33.3,-28.4,N
143,Louisiade Archipelago rain forests,46.3,70.6,50.9,-24.3,-19.7,N
144,New Britain-New Ireland lowland rain forests,76.4,68.8,84.0,7.6,15.2,Y
145,New Britain-New Ireland montane rain forests,45.2,93.7,49.7,-48.5,-44.0,N
146,New Caledonia rain forests,51.9,70.0,57.1,-18.1,-12.9,N
147,Norfolk Island subtropical forests,51.4,63.9,56.5,-12.5,-7.4,N
148,Northern New Guinea lowland rain and freshwater swamp forests,51.1,58.5,56.2,-7.4,-2.3,N
149,Northern New Guinea montane rain forests,49.8,67.9,54.8,-18.1,-13.1,N
150,Queensland tropical rain forests,53.7,55.2,59.1,-1.5,3.9,Y
151,Seram rain forests,63.7,58.6,70.1,5.1,11.5,Y
152,Solomon Islands rain forests,70.9,72.6,78.0,-1.7,5.4,Y
153,Southeast Papuan rain forests,87.4,84.1,96.1,3.3,12.0,Y
154,Southern New Guinea freshwater swamp forests,50.1,61.3,55.1,-11.2,-6.2,N
155,Southern New Guinea lowland rain forests,58.8,62.2,64.7,-3.4,2.5,Y
156,Sulawesi lowland rain forests,61.4,57.7,67.5,3.7,9.8,Y
157,Sulawesi montane rain forests,86.4,79.0,95.0,7.4,16.0,Y
158,Trobriand Islands rain forests,45.1,80.0,49.6,-34.9,-30.4,N
159,Vanuatu rain forests,70.4,70.5,77.4,-0.1,6.9,Y
160,Vogelkop montane rain forests,45.7,85.1,50.3,-39.4,-34.8,N
161,Vogelkop-Aru lowland rain forests,49.4,57.7,54.3,-8.3,-3.4,N
162,Yapen rain forests,45.9,69.6,50.5,-23.7,-19.1,N
163,Lesser Sundas deciduous forests,55.4,60.4,60.9,-5.0,0.5,Y
164,New Caledonia dry forests,53.0,56.5,58.3,-3.5,1.8,Y
165,Sumba deciduous forests,57.9,51.2,63.7,6.7,12.5,Y
166,Timor and Wetar deciduous forests,56.4,54.4,62.0,2.0,7.6,Y
167,Chatham Island temperate forests,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
168,Eastern Australian temperate forests,60.2,56.7,66.2,3.5,9.5,Y
169,Fiordland temperate forests,123.1,128.0,135.4,-4.9,7.4,Y
170,Nelson Coast temperate forests,38.0,129.4,41.8,-91.4,-87.6,N
171,New Zealand North Island temperate forests,111.9,104.4,123.1,7.5,18.7,Y
172,New Zealand South Island temperate forests,101.8,108.6,112.0,-6.8,3.4,Y
173,Northland temperate kauri forests,82.4,93.5,90.6,-11.1,-2.9,N
174,Rakiura Island temperate forests,39.7,123.9,43.7,-84.2,-80.2,N
175,Richmond temperate forests,42.7,109.6,47.0,-66.9,-62.6,N
176,Southeast Australia temperate forests,51.6,54.9,56.8,-3.3,1.9,Y
177,Tasmanian Central Highland forests,42.2,101.7,46.4,-59.5,-55.3,N
178,Tasmanian temperate forests,43.5,82.2,47.9,-38.7,-34.4,N
179,Tasmanian temperate rain forests,121.5,118.8,133.7,2.7,14.9,Y
180,Westland temperate forests,122.8,131.0,135.1,-8.2,4.1,Y
181,Arnhem Land tropical savanna,61.4,28.7,67.5,32.7,38.8,Y
182,Brigalow tropical savanna,61.3,25.9,67.4,35.4,41.5,Y
183,Cape York Peninsula tropical savanna,60.2,23.3,66.2,36.9,42.9,Y
184,Carpentaria tropical savanna,64.4,31.0,70.8,33.4,39.8,Y
185,Einasleigh upland savanna,64.0,30.1,70.4,33.9,40.3,Y
186,Kimberly tropical savanna,64.3,27.2,70.7,37.1,43.5,Y
187,Mitchell Grass Downs,64.4,23.1,70.8,41.3,47.7,Y
188,Trans Fly savanna and grasslands,54.9,52.1,60.4,2.8,8.3,Y
189,Victoria Plains tropical savanna,65.2,24.9,71.7,40.3,46.8,Y
190,Canterbury-Otago tussock grasslands,43.7,91.2,48.1,-47.5,-43.1,N
191,Eastern Australia mulga shrublands,60.5,21.7,66.6,38.8,44.9,Y
192,Southeast Australia temperate savanna,57.1,28.8,62.8,28.3,34.0,Y
193,Australian Alps montane grasslands,43.8,82.9,48.2,-39.1,-34.7,N
194,New Zealand South Island montane grasslands,125.0,120.6,137.5,4.4,16.9,Y
195,Papuan Central Range sub-alpine grasslands,137.6,131.0,151.4,6.6,20.4,Y
196,Antipodes Subantarctic Islands tundra,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
197,Coolgardie woodlands,57.3,41.8,63.0,15.5,21.2,Y
198,Esperance mallee,56.4,45.2,62.0,11.2,16.8,Y
199,Eyre and York mallee,58.2,40.6,64.0,17.6,23.4,Y
200,Flinders-Lofty montane woodlands,57.4,37.0,63.1,20.4,26.1,Y
201,Hampton mallee and woodlands,55.4,50.2,60.9,5.2,10.7,Y
202,Jarrah-Karri forest and shrublands,51.1,79.2,56.2,-28.1,-23.0,N
203,Murray-Darling woodlands and mallee,56.0,32.0,61.6,24.0,29.6,Y
204,Naracoorte woodlands,49.3,63.4,54.2,-14.1,-9.2,N
205,Southwest Australia savanna,57.9,33.1,63.7,24.8,30.6,Y
206,Southwest Australia woodlands,55.0,61.5,60.5,-6.5,-1.0,N
207,Carnarvon xeric shrublands,59.4,27.8,65.3,31.6,37.5,Y
208,Central Ranges xeric scrub,62.0,17.8,68.2,44.2,50.4,Y
209,Gibson desert,63.0,17.8,69.3,45.2,51.5,Y
210,Great Sandy-Tanami desert,65.0,20.3,71.5,44.7,51.2,Y
211,Great Victoria desert,60.8,28.9,66.9,31.9,38.0,Y
212,Nullarbor Plains xeric shrublands,58.7,33.2,64.6,25.5,31.4,Y
213,Pilbara shrublands,62.7,21.1,69.0,41.6,47.9,Y
214,Simpson desert,62.0,23.4,68.2,38.6,44.8,Y
215,Tirari-Sturt stony desert,60.2,36.0,66.2,24.2,30.2,Y
216,Western Australian Mulga shrublands,59.5,32.2,65.5,27.3,33.3,Y
217,New Guinea mangroves,68.1,61.2,74.9,6.9,13.7,Y
218,Andaman Islands rain forests,52.2,55.2,57.4,-3.0,-2.2,N
219,Borneo lowland rain forests,64.1,58.0,70.5,6.1,-12.5,N
220,Borneo montane rain forests,62.5,78.2,68.8,-15.7,9.4,Y
221,Borneo peat swamp forests,68.5,58.6,75.3,9.9,-16.7,N
222,Brahmaputra Valley semi-evergreen forests,57.1,46.3,62.8,10.8,-16.5,N
223,Cardamom Mountains rain forests,56.2,52.3,61.8,3.9,-9.5,N
224,Chao Phraya freshwater swamp forests,62.0,45.2,68.2,16.8,-23.0,N
225,Chao Phraya lowland moist deciduous forests,61.9,49.4,68.1,12.5,-18.7,N
226,Chin Hills-Arakan Yoma montane forests,50.5,67.0,55.6,-16.5,11.4,Y
227,Christmas and Cocos Islands tropical forests,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
228,East Deccan moist deciduous forests,65.2,43.6,71.7,21.6,-28.2,N
229,Eastern Java-Bali montane rain forests,94.4,77.3,103.8,17.1,-26.5,N
230,Eastern Java-Bali rain forests,56.6,53.9,62.3,2.7,-8.4,N
231,Greater Negros-Panay rain forests,57.1,58.7,62.8,-1.6,-4.2,N
232,Hainan Island monsoon rain forests,53.0,67.0,58.3,-14.0,8.7,Y
233,Himalayan subtropical broadleaf forests,56.7,47.8,62.4,8.9,-14.6,N
234,Irrawaddy freshwater swamp forests,57.9,58.1,63.7,-0.2,-5.6,N
235,Irrawaddy moist deciduous forests,58.6,51.9,64.5,6.7,-12.5,N
236,Jian Nan subtropical evergreen forests,56.4,53.1,62.1,3.3,-8.9,N
237,Kayah-Karen montane rain forests,54.4,59.4,59.8,-5.0,-0.4,N
238,Lower Gangetic Plains moist deciduous forests,59.8,41.4,65.8,18.4,-24.4,N
239,Luang Prabang montane rain forests,54.1,55.3,59.5,-1.2,-4.2,N
240,Luzon montane rain forests,80.5,81.7,88.6,-1.2,-6.9,N
241,Luzon rain forests,55.4,62.9,60.9,-7.5,2.0,Y
242,Malabar Coast moist forests,57.1,56.4,62.8,0.7,-6.5,N
243,Maldives-Lakshadweep-Chagos Archipelago tropical moist forests,NA,56.4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
244,Meghalaya subtropical forests,54.0,59.2,59.4,-5.2,-0.2,N
245,Mentawai Islands rain forests,54.0,59.7,59.4,-5.7,0.3,Y
246,Mindanao montane rain forests,65.0,84.9,71.5,-19.9,13.4,Y
247,Mindanao-Eastern Visayas rain forests,57.9,59.2,63.7,-1.3,-4.5,N
248,Mindoro rain forests,73.4,66.3,80.8,7.1,-14.4,N
249,Mizoram-Manipur-Kachin rain forests,53.7,61.7,59.1,-8.0,2.6,Y
250,Myanmar coastal rain forests,56.4,61.5,62.0,-5.1,-0.6,N
251,Nansei Islands subtropical evergreen forests,NA,74.6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
252,Nicobar Islands rain forests,NA,56.1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
253,North Western Ghats moist deciduous forests,62.0,49.7,68.2,12.3,-18.5,N
254,North Western Ghats montane rain forests,57.3,61.2,63.0,-3.9,-1.8,N
255,Northern Annamites rain forests,52.9,58.8,58.2,-5.9,0.6,Y
256,Northern Indochina subtropical forests,52.4,60.6,57.6,-8.2,3.0,Y
257,Northern Khorat Plateau moist deciduous forests,58.7,45.2,64.6,13.5,-19.4,N
258,Northern Thailand-Laos moist deciduous forests,55.3,52.4,60.8,2.9,-8.4,N
259,Northern Triangle subtropical forests,51.3,68.4,56.4,-17.1,11.9,Y
260,Northern Vietnam lowland rain forests,55.2,58.0,60.7,-2.8,-2.7,N
261,Orissa semi-evergreen forests,58.8,46.9,64.7,11.9,-17.8,N
262,Palawan rain forests,54.3,58.5,59.7,-4.2,-1.3,N
263,Peninsular Malaysian montane rain forests,61.3,80.9,67.5,-19.6,13.4,Y
264,Peninsular Malaysian peat swamp forests,52.8,49.5,58.1,3.3,-8.6,N
265,Peninsular Malaysian rain forests,57.5,54.1,63.2,3.4,-9.2,N
266,Red River freshwater swamp forests,56.3,54.1,61.9,2.2,-7.7,N
267,South China Sea Islands,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
268,South China-Vietnam subtropical evergreen forests,54.8,51.2,60.3,3.6,-9.0,N
269,South Taiwan monsoon rain forests,55.5,66.2,61.1,-10.7,5.2,Y
270,South Western Ghats moist deciduous forests,56.7,54.7,62.4,2.0,-7.7,N
271,South Western Ghats montane rain forests,51.4,67.2,56.5,-15.8,10.6,Y
272,Southern Annamites montane rain forests,50.5,65.1,55.6,-14.6,9.6,Y
273,Southwest Borneo freshwater swamp forests,65.5,58.9,72.1,6.6,-13.2,N
274,Sri Lanka lowland rain forests,48.3,66.6,53.1,-18.3,13.4,Y
275,Sri Lanka montane rain forests,71.1,87.2,78.2,-16.1,9.0,Y
276,Sulu Archipelago rain forests,NA,56.7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
277,Sumatran freshwater swamp forests,57.5,54.8,63.3,2.7,-8.5,N
278,Sumatran lowland rain forests,62.0,56.4,68.2,5.6,-11.7,N
279,Sumatran montane rain forests,79.4,90.7,87.3,-11.3,3.4,Y
280,Sumatran peat swamp forests,59.9,53.7,65.9,6.2,-12.1,N
281,Sundaland heath forests,49.4,54.1,54.3,-4.7,-0.3,N
282,Sundarbans freshwater swamp forests,54.3,47.3,59.7,7.0,-12.4,N
283,Taiwan subtropical evergreen forests,53.0,77.0,58.3,-24.0,18.7,Y
284,Tenasserim-South Thailand semi-evergreen rain forests,71.3,56.4,78.4,14.9,-22.0,N
285,Tonle Sap freshwater swamp forests,57.1,53.4,62.8,3.7,-9.4,N
286,Tonle Sap-Mekong peat swamp forests,72.8,56.2,80.1,16.6,-23.9,N
287,Upper Gangetic Plains moist deciduous forests,62.8,34.9,69.1,27.9,-34.2,N
288,Western Java montane rain forests,47.2,85.1,51.9,-37.9,33.2,Y
289,Western Java rain forests,51.1,65.5,56.2,-14.4,9.3,Y
290,Central Deccan Plateau dry deciduous forests,69.2,34.8,76.1,34.4,-41.3,N
291,Central Indochina dry forests,60.5,45.3,66.6,15.2,-21.2,N
292,Chhota-Nagpur dry deciduous forests,65.4,41.9,71.9,23.5,-30.0,N
293,East Deccan dry-evergreen forests,61.9,44.7,68.1,17.2,-23.4,N
294,Irrawaddy dry forests,60.4,46.2,66.4,14.2,-20.2,N
295,Khathiar-Gir dry deciduous forests,70.7,27.0,77.8,43.7,-50.8,N
296,Narmada Valley dry deciduous forests,72.1,31.9,79.3,40.2,-47.4,N
297,North Deccan dry deciduous forests,64.5,42.3,71.0,22.2,-28.7,N
298,South Deccan Plateau dry deciduous forests,62.4,42.4,68.6,20.0,-26.2,N
299,Southeast Indochina dry evergreen forests,55.9,53.8,61.5,2.1,-7.7,N
300,Southern Vietnam lowland dry forests,56.2,61.8,61.8,-5.6,0.0,N
301,Sri Lanka dry-zone dry evergreen forests,57.0,55.9,62.7,1.1,-6.8,N
302,Himalayan subtropical pine forests,55.0,51.3,60.5,3.7,-9.2,N
303,Luzon tropical pine forests,74.3,84.2,81.8,-9.9,2.4,Y
304,Northeast India-Myanmar pine forests,47.7,62.0,52.5,-14.3,9.5,Y
305,Sumatran tropical pine forests,75.3,94.7,82.8,-19.4,11.9,Y
306,Eastern Himalayan broadleaf forests,58.0,58.7,63.9,-0.7,-5.2,N
307,Northern Triangle temperate forests,47.5,68.9,52.3,-21.4,16.7,Y
308,Western Himalayan broadleaf forests,54.1,60.0,59.5,-5.9,0.5,Y
309,Eastern Himalayan subalpine conifer forests,46.1,70.6,50.7,-24.5,19.9,Y
310,Western Himalayan subalpine conifer forests,62.6,51.7,68.8,10.9,-17.1,N
311,Terai-Duar savanna and grasslands,60.7,42.2,66.8,18.5,-24.6,N
312,Rann of Kutch seasonal salt marsh,NA,25.4,#VALUE!,#VALUE!,#VALUE!,#VALUE!
313,Kinabalu montane alpine meadows,NA,108.9,#VALUE!,#VALUE!,#VALUE!,#VALUE!
314,Aravalli west thorn scrub forests,NA,25.1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
315,Deccan thorn scrub forests,66.0,35.2,72.6,30.8,-37.4,N
316,Godavari-Krishna mangroves,57.7,48.8,63.5,8.9,-14.7,N
317,Indus Valley desert,66.9,19.8,73.6,47.1,-53.8,N
318,Thar desert,NA,19.1,#VALUE!,#VALUE!,#VALUE!,#VALUE!
319,Indochina mangroves,72.4,58.6,79.7,13.8,-21.1,N
320,Indus River Delta-Arabian Sea mangroves,NA,32.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!
321,Myanmar Coast mangroves,50.4,58.8,55.4,-8.4,3.4,Y
322,Sunda Shelf mangroves,66.4,59.2,73.1,7.2,-13.9,N
323,Sundarbans mangroves,53.1,49.3,58.4,3.8,-9.1,N
324,Sonoran-Sinaloan subtropical dry forest,63.1,27.5,69.4,35.6,41.9,Y
326,Sierra Madre Occidental pine-oak forests,58.9,43.8,64.8,15.1,21.0,Y
